typer	name	role1	role2	toc
district	Palakkad	Resident-1	Resident-2	visit to Burger Tree restaurant in Palakkad
district	Palakkad	DTH aggregator	Resident	installing TATA DTH services for home
district	Palakkad	Resident-1	Resident-2	To buy fresh fish from the famous Hi-TECH FISH MARKET
district	Palakkad	Multi brand car dealer	Customer	buying a budget car from a MEZMO-multi brand outlet in Palakkad
district	Palakkad	Travel Agent	Tourist	engaging cab services for 3 days to visit Ooty for a family of 6
district	Palakkad	Applicances Store	Customer	buying tv, fridge, washing machine and ac for a new home from Kochukudiyil Agencies-Palakkad
district	Palakkad	Resident-1	Resident-2	Discussion on Palakkad as the multi-modal transport hub with world class infrastructure
district	Palakkad	Carpenter	Resident	to construct a water proof water tank with 15000 litres with allied pipe works and buying materials from Sivadam Hardware
district	Palakkad	Traditional cook	Resident	"Prasadham" menu
district	Tiswadi	Person	Person	Old Goa churches/world heritage site/ / St. Francis xavier/ the exposition
district	Tiswadi	Student	Student	Old schools of the town/rise of international schools in tiswadi
district	Tiswadi	Parent	Parent	Rise of coaching institutes panjim
district	Tiswadi	Artist	Person	Kala Academy
district	Tiswadi	Librarian	Person	Goa State Central Library Panjim
district	Tiswadi	Taleigao Farmer	Tourist	GI tagged Taleigao Brinjals/ local vegetables of taleigao/community farming of taleigao
district	Tiswadi	St Andre Farmer	Tourist	Khazan lands of St. Andre
district	Tiswadi	Catholic Person	Catholic Person	Tavshanche fest/ pejech fest
district	Tiswadi	Person	Person	Mahalaxmi temple Panjim
district	Tiswadi	Person	Person	Fontainhas of Panjim
district	Tiswadi	Local resident	Friend	Famous breakfast joints of the city(cafe real/cafe aram)
district	Tiswadi	Local resident	Tourist	Famous traditional  tavern of the city
district	Tiswadi	Divar Local Resident	Outsider	Bonderam Festival/ potekar festival of Divar
district	Tiswadi	Ribander local resident	Tourist	Ribander floats for new year
district	Tiswadi	Local resident	Friend	Ferry boats in the taluka
district	Tiswadi	Local resident	Tourist	Salt panes in the taluka
district	Tiswadi	Linguist	Local	The accent and dialect of tiswadi taluka
district	Tiswadi	Local	Friend	Beaches in tiswadi taluka
district	Tiswadi	Resident	Outsider	IFFI festival and its effects on the locals
district	Tiswadi	Nature Lover	Person	Birding spots like Dr. salim Ali bird sanctaury, carambolim lake
district	Tiswadi	Local resident	Person	Mangrooves in the taluka
district	Tiswadi	Local guide	Tourist	The authenticity of the legend of dona paula
district	Tiswadi	Local	Tourist	Portuguese hetitage buildings in panjim
district	Tiswadi	Historian	Student	Forts in the taluka (reis magos/ corjuvem forst/ st estevam fort)
district	Tiswadi	Tourist guide	Tourist	Casinos in panjim
district	Tiswadi	Cruise performer	Tourist	River cruises in panjim
district	Tiswadi	Local	Tourist	New infrastructure like the ATAL setu in the city
district	Tiswadi	Local	Tourist	Heritage bakeries of panjim(cafe central/geeta bakery/ Confeitaria 31 De Janeiro)
district	Tiswadi	Island local	Friend	Islands in the taluka(divar/chorao/St. Estevam/Cumbarjua /Vanxim)
state	Goa	Fish Seller	Customer	Goan Local Fish Like Karbot, Manshechi Sungta, Kalundar
state	Goa	Dry Fish Seller	Customer	Types Of Dried Fish In Goa
state	Goa	Cashew Plucker	Tourist	The Process And The Season Of Cashew Plucking In Goa/ Types & Grades Of Cashew
state	Goa	Guide	Tourist	Goan Traditional Houses, Architecture And Influence Of Various Cultures
state	Goa	Cashew Joice Extractor	Visitor	Niro, The Local Nonalcoholic Drink Of Goa
state	Goa	Feni Distiller	Customer 	The Quality Of Urrak And Feni Sold 
state	Goa	Water Sports Organizer	Customer	Types Of Water Sports In Goa
state	Goa	Spice Farm Employee	Tourist	Introduction To The Common Spices Planted In Goa
state	Goa	Vegetable Seller	Customer	Goan Local Veggetables(Taligao Brinjols/7 Shiranche Bhende) And The Farming Practices
state	Goa	Student	Student	Engineering Colleges In Goa
state	Goa	Job Councellor	Student	Employment Opportunities In Goa
state	Goa	Govt Employee	Student	Goa Public Service Comission Opportunities And Examination Process
state	Goa	Flower Seller	Customer 	Local Flowers And Their Seasons,
state	Goa	Temple Priest	Tourist	Local Deities Of Goa (Santeri, Bhumika, Ravalnath, Shantadurga)
state	Goa	Priest	Villager	Protector Deities Of Goa (Vetal, Rakhankar, Bodgeshwar, Katamgal Dada)
state	Goa	Church Priest	Friend	Unique Customs Of Church In Goa (Offering The First Harvest To God, Procession Of All Saints)
state	Goa	Church Priest	Tourist	Exposition Of St. Francis Xavier Relics (Deccenial-Recurring Once Every Ten Years)
state	Goa	Local	Tourist	Good Restaurants In Goa(Ritz Classic/Sharada Classic/Vinayak/Anand)
state	Goa	Taxi Driver	Tourist	Rising Taxi Fares In Goa(Opposition To Ola/Uber By Taxi Mafia)
state	Goa	Heritage Trail Organizer	Tourist	Foraging Fruits (Kanna/Chunna/Asale) From The Forests Of Goa
state	Goa	Homemaker	Child	Monsoon Delicacies From Goa (Mushorroms, Bamboo Shoots(Killa), Talkhilo, Kudduchi Bhaji)
state	Goa	Goan Local Sweets Seller	Customer	Unique Sweets From The Jatras And Feasts Of Goa(Khaje, Mhana, Alyachi Kapa, Cajiche Ladoo)
state	Goa	Tourist	Doctor	Goa Medical College And Health Facilities In Goa (Free Treatment, Ddssy, Mediclaim)
state	Goa	Cocunut Plucker	Customer 	The Dying Art Of Coconut Plucking (Render)
state	Goa	Start Up Founder In Agriculture	Friend	Agricultural Opportunities In Goa
state	Goa	Traditional Farmer	Student	Khazan With Mangroves Poim(Water Body)/Manos(Sluice Gate)/ Rainage Canals/ Agricultural Lands
state	Goa	Folk Artist	Tourist	Flok Art Forms From Goa(Dhalo/Fugdi)
state	Goa	Tiatrist	Tourist	History Of Tiatr Culture In Goa
state	Goa	Konkani Language Activist	Friend	The Konkani Language Movement In Goa
state	Goa	Goan Freedom Fighter	New Generation Youth	Goan Liberation Struggle
state	Goa	Goan Konkani Lover	Tourist	Opinion Poll Goa
state	Goa	Goan Local	Tourist	Kulagars In Goa
state	Goa	Beetalnut Cultuvator	Customer	Beetalnut Cutivation In Goa
state	Goa	Coconut Farmer	Customers	Coconut Plantation In Goa(Places Famous For Coconut/ Best Coconut Varieties/ Govt Subsidies)
state	Goa	Mango Farmer	Customer	Selling Of Mankurad Mangoes And Different Types Of Mango Varieties Like Xavier, Fernand
state	Goa	Seller	Cusomer	Seller Of Purument Items During A Jatra/Fest
state	Goa	Jweller	Customer 	Goan Traditional Jwellery
state	Goa	Startup Founder	Friend	Goan Startup Ecosystem
state	Goa	School Teacher	Student	Career Options In Goa
state	Goa	Child	Parents	Buying New Clothes & Fire Crackers For Ganesh Chaturthi
state	Goa	Friend	Friend	Narkasur Making 
state	Goa	Local Priest	Person	Traditional Hindu Wedding Of Goa
state	Goa	Church Priest	Person	Traditional Christian Wedding Of Goa
state	Goa	Restaurant Owner	Tourist	Traditional Cusiene Of Goa
state	Goa	Goan Origin Person	A Researcher	Dialects Of Konkani In Goa
state	Goa	History Professor	History Student	Portuguese Inquistion In Goa
state	Goa	Folk Artist	Local	Folk Culture Of Goa Like Gade Utsav
state	Goa	Artist	Tourist	Carnival Of Goa
state	Goa	Tableau Artist	Tourist	Shigmo Festival Of Goa
state	Goa	Truck Owner	Mine Owner	Mining In Goa
state	Goa	Goan 2 Wheeler Pilot	Customer	2 Wheeler Taxis Riders- Called Pilots In Goa
state	Goa	Goan Nature Activist	People	Mhadei River Issue Of Goa
state	Goa	GMC Doctor	Person	Oxygen Shortage In Goa Medical College During Covid
state	Goa	Professor	Students	Higher Education Institutes In Goa Like Nit, Iit, Bits
state	Goa	Environmental Activist	Environmental Activist	Mollem Double Tracking Project
state	Goa	Naturalist	Tourists	Local And Migratory Birds Found In Goa/ Sancturies
state	Goa	Archeologist	Tourists	The Caves And Prehistoric Art Forms Found In Goa
state	Goa	Salt Seller	Customer	Salt Panes Of Goa
state	Goa	Fish Form Owner	Retailer	Fish Farms In Goa,
state	Goa	Raponkar (Traditional Fisherman)	Customer	Raponn Method In Goa Of Fishing
state	Goa	Kunbi Woman	Tourist	Kunbi Saree And The Method Of Wearing It
state	Goa	Traditional House Ownder	Friend	Features Of Traditional Houses Of Goa, The Balcao, The Sopo,  The Finials
state	Andra Pradesh	Tourist	Resident	Major attractions for the tourists when they visit Andhra Pradesh
state	Andra Pradesh	Biriyani Seller	Customer	Famous places in Andhra Pradesh that sell the best Biriyani
state	Andra Pradesh	Tourist	Resident	Famous festivals celebrated in Andra Pradesh
state	Andra Pradesh	Tourist	Resident	Famous art forms in Andra Pradesh
state	Andra Pradesh	Student	Career Counsellor	Major STEM fields or disciplines that are studied and researched in Andra Pradesh
state	Andra Pradesh	Student	Career Counsellor	Major STEM industries or sectors in Andhra Pradesh that are driving innovation and economic growth
state	Andra Pradesh	Resident-1	Resident-2	Major news events or stories that have made headlines in Andhra Pradesh in recent times include
state	Andra Pradesh	Resident-1	Resident-2	Major news organizations or media houses in Andhra Pradeshthat own or operate the major news sources?
state	Andra Pradesh	Resident-1	Resident-2	Most popular news outlets in Andhra Pradesh
state	Andra Pradesh	Security	Tourist	Local transportation options that tourists can use to get around Andhra Pradesh
state	Andra Pradesh	Manager	Security	Briefing from earlier shift
state	Andra Pradesh	Museum	Visitor	History and culture, such as through museums or local festivals
state	Andra Pradesh	Tourist	Cab driver	Unique accommodations or homestays that tourists can experience while visiting Andhra Pradesh
state	Andra Pradesh	Student	Dance Teacher	Major arts or cultural traditions and dance forms
state	Andra Pradesh	Student	Sports Teacher	Major sports sponsorships or partnerships in Andhra Pradesh that support sports development or promotion in the state
state	Andra Pradesh	Customer	Banking (Loan)	Major governement schemes available for startup business for womens exclusive in Andhra Pradesh
state	Andra Pradesh	Job seeker	Placement Consultancy	Support of placement consultancies for the youths in Andhra Pradesh to get their dream job
state	Andra Pradesh	Tourist	Resident	Kabaddi is selected as a state game
state	Andra Pradesh	Textile salesman	Customer	Buying wedding clothes for a family
state	Andra Pradesh	Football coach	student	To enroll for football coaching
state	Andra Pradesh	Insurance Agent	Customer	To buy a new insurance policy for family covering life and medical expenses
state	Andra Pradesh	Customer	Gold Loan (Manager)	To avail gold loan
state	Andra Pradesh	Spa & Wellness centre	Tourist	Massages and wellness treatment
state	Andra Pradesh	Tourist	Resident	Tirupati is the richest temple in the World
state	Andra Pradesh	Tourist	Guide	Andhra Pradesh called the 'land of hot chillies'
state	Andra Pradesh	Tourist	Guide	Andhra Pradesh is the largest producers of tobacco in India
state	Andra Pradesh	Tourist	Guide	Specific information for those visitors traveling in Andhra Pradesh
state	Andra Pradesh	Tourist	Resident	Offbeat or lesser-known destinations in Andhra Pradesh that tourists might not have heard of but are worth a visit
state	Andra Pradesh	Resident-1	Resident-2	Spiritual or wellness retreats that tourists can visit in Andhra Pradesh
state	Andra Pradesh	Tourist	Resident	Common activities that tourists can participate in while visiting Andhra Pradesh
state	Andra Pradesh	Tourist	Guide	Unique accommodations or homestays that tourists can experience while visiting Andhra Pradesh
state	Andra Pradesh	Passenger-1	Passenger-2	Vijayawada railway station as the nodal station for various destinations and its development
state	Andra Pradesh	Resident-1	Resident-2	Initiative of AP Govt to have multiple cities as its Capital
state	Andra Pradesh	Resident-1	Resident-2	Development of airports in AP in line with other cities in India (like Hyderabad)
state	Andra Pradesh	Guide-1	Guide-2	Araku Valley as the go-to tourist destination and its promotion
state	Andra Pradesh	Resident-1	Resident-2	Sustainability of AP as a welfare state where everything is offered free to its citizens
state	Andra Pradesh	Road contractor	Official	Laying of 2 lane road for 50 kms
state	Andra Pradesh	Doctor	Patient	Explaining on the treatment in State General Hospital for cancer
state	Andra Pradesh	Minister	Secretary	Policy to make Anakapalli district to be the no1 jaggery market in the country
state	Andra Pradesh	Minister	TTD Board Member	Crowd management in Tirupati temple
state	Andra Pradesh	Education Dept Secretary	Dept Official	Venkateswara University in Tirupati to be in top 10 universities in India by 2025
district	Anakapalli	Tourist	Travel Agent	Travel options in Anakapalle to plan a trip to Kondarla Ava
district	Anakapalli	Wholesaler	Customer	vegetable farming in Anakapalle (potato, tomato, brinjal)
district	Anakapalli	Tourist	Guide	Traditional festivals (Nookalamma Jathara at Sri Nookambica Ammavari Temple)
district	Anakapalli	Teacher	Student	What should be aimed at Anakapalle which was formed a district in April 2022 to make it a development oriented district
district	Anakapalli	Counsellor	Student	Medical Education opportunities in Anakapalle
district	Anakapalli	Local-1	Local-2	NTR Jaggery Market-ways to improve
district	Anakapalli	Tourist	Guide	Visit to the Satyanarayana Konda-hill temple at kasimkota in Anakapalle
district	Anakapalli	Rice dealer	Customer	Types of rice native to Anakapalle (swarna, chaitanya)
district	Anakapalli	Resident-1	Resident-2	Visit to the sri dakshina kasi visweswara swamy temple-largest crystal lingam in the world in taxi by 5 members
district	Anakapalli	Tourist	Guide	Visit to the famous Buddhist place-Bojjana konda and lingala konda-buddhist sites-Sankaram famous for its many votive stupas, rock-cut caves
district	Anakapalli	Resident	School Principal	To get admission in Vidhya Dari Public School-Anakapalle for class VI as the resident is on a transfer
district	Anakapalli	Mason	House owner	Construction of an independent house in traditional 'tharavad' style
district	Anakapalli	Medical representative	Doctor (Oncologist)	Consultation with the Oncologist at NTR Govt Hospital-Anakapalle for cancer ailment
district	Anakapalli	Local-1	Local-2	To visit Appikonda Beach, Seethapalem Beach, Mutyalammapalem Beach, Gangavaram Beach, Pudimadaka Beach, Rambilli Beach, Revupolavaram Beach
district	Anakapalli	Cab driver	Tourist	Engaging a cab for 3 people in Anakapalle to visit Thanthadi Beach
district	Anakapalli	Tourist	Handicraft sales person	Arts & crafts shops in Anakapalle to buy coasters
district	Anakapalli	Tourist	Guide	Enquiring with guide in Anakapalle to visit Revupolavaram Beach
district	Anakapalli	Person 1	person 2	Visit to Dharmalingeswara Temple at Panchadharla by engaging a cab
district	Anakapalli	local guide	tourist	To visit Pudimadaka Beach, Rambilli Beach by a family of 7
district	Anakapalli	Tourist	Resident	To visit the oldest church in Anakapalle - Andhra Baptist Church
district	Anakapalli	Resident-1	Resident-2	To visit the Dusshera festival at bhagiradhi ammavaru
district	Anakapalli	Local-1	Local-2	To watch a movie at shirdi sai theater-1st multiplex in Anakapalle
district	Anakapalli	Local-1	Local-2	To visit the Gavarapalem Park along with family
district	Anakapalli	Local-1	Local-2	To visit the VUDA Parameshwari Park
district	Anakapalli	Resident-1	Resident-2	to discuss on the golden globe awards for 'Naatu Naatu' from the movie "RRR"
district	Anakapalli	Local-1	Local-2	To visit Mutyalammapalem Beach, Gangavaram Beach
district	Anakapalli	Cab driver	Tourist	Engaging a cab in anakapalli to visit Nookambika Temple
district	Anakapalli	Guide	Tourist	Visit to the NTR Jaggery Market-2nd largest in India
district	Anakapalli	Guide	Tourist	Visit to the Lingala Tirugudu - oldest and famous Shiva Temple
district	Anakapalli	Guide	Tourist	Visit to the AP Baptist Church which was constructed in 1895
district	Anakapalli	School Principal	Parent	admission for children for classes lkg and 2nd std in Cambridge School, Anakapalle
district	Anakapalli	College Principal	Student	principal interviewing the student for b tech admission in Dadi Institute Of Engineering & Technology
district	Anakapalli	Resident-1	Resident-2	To have lunch at Sathvika multicuisine restaurant in Anakapalle
district	Anakapalli	Resident-1	Resident-2	installing Jio Fibernet AGANAMPUDI services for home
district	Anakapalli	Resident-1	Resident-2	To buy fresh fish from the famous Chepala Bazar
district	Anakapalli	Multi brand car dealer	Customer	buying a budget car from a JAYABHERI MARUTI ANAKAPALLI outlet in Anakapalle
district	Anakapalli	Travel Agent	Tourist	engaging cab services to Bojjanna Konda & Ligala konda at sankaram
district	Anakapalli	Applicances Store	Customer	buying tv, fridge, washing machine and ac for a new home from Samsung Smart Plaza Anakapalle
district	Anakapalli	Resident-1	Resident-2	Discussion on buying solar pannels from SRI SAI SOLAR SYSTEMS and installing the system for our apartment
district	Anakapalli	Carpenter	Resident	to construct a water proof water tank with 20000 litres with allied pipe works and buying materials from SAI DURGA HARDWARE ANAKAPALLE
district	Anakapalli	Resident-1	Resident-2	recipe for andhra chilli chicken-using guntur chilli
district	Anakapalli	Wholesale flower seller	Florist	Buying flowers for wedding decoration from Sri nookambika flowers shop (Rose,Daisy,Carnation,Artificial flowers)
state	Karnataka	Tourist	Guide	Visit to hill stations like BR Hills, Kemmanagundi, Coorg, Chikmagalur, the cost, places to explore, no of days required
state	Karnataka	Cook	Tourist	Famous breakfast items of Karnataka. Why masala dosa is favorite of all in the state?
state	Karnataka	Tourist	Guide	Famous festivals celebrated in Karnataka?
state	Karnataka	Tourist	Guide	Art forms that represent the tradition of Karnataka
state	Karnataka	Cook	Tourist	
state	Karnataka	Patient	Guide	Specialty hospitals in Karnataka
state	Karnataka	Student	Career Counsellor	
state	Karnataka	Student	Career Counsellor	IT as a career in Karnataka
state	Karnataka	Local	Tourist	Good restaurants for seafood
state	Karnataka	Resident-1	Resident-2	Toddy shops in Karnataka
state	Karnataka	Local -1	Local-2	Raise of viewership for OTT platforms and the slide of DTH channels
state	Karnataka	Taxi driver	Tourist	Aggregator business - is it a boon or bane ?
state	Karnataka	Manager	Security	Security drill in an IT Park
state	Karnataka	Guide	Tourist	History & Culture of Karnataka
state	Karnataka	Tourist	Cab driver	Unique accommodations or homestays available in Karnataka?
state	Karnataka	Student	Dance Teacher	Major arts and dance forms of Karnataka
state	Karnataka	Local-1	Local-2	Football in karnataka and FIFA-2022 World Cup
state	Karnataka	Customer	Banking (Loan)	Startup initiatives and opportunities in Karnataka?
state	Karnataka	Wholeseller	Agent	Coffee industry in Karnataka
state	Karnataka	Faculty	Social worker	Social sector organization and their contribution in Karnataka
state	Karnataka	Textile salesman	Customer	Buying dresses for Ganesha Chaturthi from a textile store
state	Karnataka	Football coach	Student	Enrolling for football coaching
state	Karnataka	Insurance Agent	Customer	Enrolling for a new insurance product with an insurance agent
state	Karnataka	Customer	Gold loan (Manager)	Enquiring to avail a gold loan from a bank
state	Karnataka	Ayurvedic Wellness Centre	Tourist	Ayurvedic treatment
state	Karnataka	Resident-1	Resident-2	Famous Retreat Centre in Karnataka
state	Karnataka	Tourist	Guide	Places known for Coffee
state	Karnataka	Tourist	Guide	Ragi producing districts in Karnataka
state	Karnataka	Resident	SHG Member	SHG movement in Karnataka
state	Karnataka	Tourist	Resident	Wildlife sanctuaries in Karnataka
state	Karnataka	traditional house owner	friend	Traditional 'Karnataka' style houses
state	Karnataka	Tourist	Guide	Seafood specialty in Karnataka
state	Karnataka	Tourist	Restaurant Owner	Traditional food in Karnataka
state	Karnataka	Banana farmer	Customer	Why cultivation of Karnataka's GI-tagged Nanjangud rasabale banana has declined
state	Karnataka	Coconut oil mill	Customer	Usage of coconut oil
state	Karnataka	2 wheeler rental company	Tourist	Bike rentals in Karnataka
state	Karnataka	Church Priest	Local	Christian weddings and their rituals in Karnataka
state	Karnataka	Local priest	Resident 2	Hindu weddings in Karnataka
state	Karnataka	Doctor	Resident	Handling of COVID-19 by the State Govt
state	Karnataka	Tourist	Massage centre owner	Ayurvedic massages/treatments in Karnataka
state	Karnataka	Tourist	Resident	Literacy ratio - highest in the country
state	Karnataka	Local-1	Local-2	Ayurvedic Eye Hospital in Karnataka
state	Karnataka	Tourist	Guide	India is in the lead in production of ragi in the world. And in India, Karnataka is in the top position of producing Ragi.
state	Karnataka	Resident	Tourist	Why is karnataka called Land of Sandalwood ?
state	Karnataka	Tourist	Resident	Karnataka and coconut trees
state	Karnataka	Guide	Tourist	Richest Temple of the World
state	Karnataka	Professor	student	Karnataka - matriarchial society
state	Karnataka	Resident-1	Resident-2	Gold and textile shopping in Karnataka
state	Karnataka	Resident	Tourist	Lottery business in Karnataka
state	Karnataka	Traditional cook	Resident	Ragi roti recipe and with wht
district	Tumkur	Tourist	Travel Agent	Travel options in Tumkur to plan a trip to Devarayana Durga and Mandaragiri Jain Temple
district	Tumkur	Wholesaler	Customer	vegetable farming in Tumkur (Tomato, Brinjal, Chilli, Aster)
district	Tumkur	Tourist	Guide	Traditional festivals (Kambala Festival, Hampi Festival, Pattadakal Dance Festival)
district	Tumkur	Teacher	Student	Tumkur is the oldest Narasimha Swamy Temple
district	Tumkur	Counsellor	Student	Medical Education opportunities in Tumkur
district	Tumkur	Medical Tourist	Local	Ahalia campus-is there good care and facilities for heart ailments in Tumkur ?
district	Tumkur	Tourist	Guide	Visit to the Shree Siddagangaa Matha in Tumkur
district	Tumkur	Rice dealer	Customer	Types of rice native to Tumkur / Chikkaballapura
district	Tumkur	Resident-1	Resident-2	Visit to the navratri festival in Goravanahalli Mahalakshmi Temple
district	Tumkur	Classical Singer-1	Classical Singer-2	Tumkur is a Carnatic Instrumental music
district	Tumkur	Siddaganga Institute Of Technology collage	3rd year degree student	Siddaganga Institute Of Technology collage -oldest higher educational institution in the state opened in 1963. Current standards and improcvement over the years
district	Tumkur	Mason	House owner	Construction of an independent house in traditional 'tharavad' style
district	Tumkur	Medical representative	Doctor (Oncologist)	Meeting the Oncologist at Siddaganga Medical College -tumkur to brief about a new drug for cancer
district	Tumkur	Customer	Car Sales Executive	To buy Hyundai CRETA from Grand Hyundai-Tumkur
district	Tumkur	Cab driver	Tourist	Engaging a cab in Tumkur to visit Shri Chennakeshava Swami Temple
district	Tumkur	Tourist	Handicraft sales person	Arts & crafts shops in Tumkur to buy bamboo and cane products
district	Tumkur	Tourist	Travel Agent	Visit to Manikyadhara Falls and Mallalli Falls by taxi - the cost and time it would take
district	Tumkur	Person 1	person 2	Visit to Channakeshava temple Temple by tempo traveller
district	Tumkur	local guide	tourist	Visit to the historic Tumkur Fort
district	Tumkur	Tourist	Resident	To visit the biggest Temple in Tumkur - Sir Neelakanteshwara swami temple
district	Tumkur	Flower seller	Resident	buying various types of flowers for wedding
district	Tumkur	Local-1	Local-2	to eat Akki roti and Tumkur Khara Bath at Hotel Good Luck Restaurant
district	Tumkur	Local-1	Local-2	the festival at Kote Sri Kollapuradamma Temple in Tumkur
district	Tumkur	Local mahila-1	Bank staff	How to apply loan for Vikas Asha (women entrepreneur - procedure and eligibility
district	Tumkur	Resident-1	Resident-2	to discuss on the success/failure of Kannada movies released in 2022 (Kantara Vs Harikathe Alla Girikathe)
district	Tumkur	Local-1	Local-2	Dr. Rajkumar-icon of Tumkur
district	Tumkur	Cab driver	Tourist	Visit to the Markonahalli Dam by taxi
district	Tumkur	Guide	Tourist	Visit to the Shimsha Falls Museum, Gol Gumbaz, and Namachilume in Tumkur. The cost of a van for 20 people and the time taken to visit all the places
district	Tumkur	Guide	Tourist	To visit Omaha Ayurveda treatment centre in Tumkur
district	Tumkur	Guide	Tourist	Visit to the Kaggaladu Bird Sanctuary
district	Tumkur	School Principal	Parent	admission for children for classes lkg and 2nd std in ORCHIDS The International School
district	Tumkur	College Principal	Student	Principal interviewing the student for b tech admission in Sri Siddhartha Institute Of Technology
district	Tumkur	Resident-1	Resident-2	visit to Kaju Masala restaurant in Tumkur
district	Tumkur	DTH aggregator	Resident	Installing Airtel DTH services for home
district	Tumkur	Resident-1	Resident-2	To buy fresh fish from the famous sri sai sea fish point
district	Tumkur	Multi brand car dealer	Customer	buying a budget car from a CarPlanet Pre-owned Car Showroom in Tumkur
district	Tumkur	Travel Agent	Tourist	engaging cab services for 4 days to visit coorg for a friends of 12
district	Tumkur	Applicances Store	Customer	buying tv, fridge, washing machine and ac for a new home from Darshan Home Appliances
district	Tumkur	Resident-1	Resident-2	Discussion on Tumkur as the multi-modal transport hub with world class infrastructure
district	Tumkur	Carpenter	Resident	to construct a water proof water tank with 15000 litres with allied pipe works and buying materials from G M Naveen Enterprises
